Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2139865,2016-01-04 17:04:03,2016-11-16 12:05:43,13118654,1126335575,0,85,732,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002089/SRR2139865,SRX1128929,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019689,SAMN03947055,simple,10090,Mus musculus,GSM1840453,,,,,,,no,,,,,GEO,SRA281408,,public,BC65F725260D17DA31EC6A3F98A33CE1,23B07C4CBDFD6D98DECF6C0AE5F8494C
SRR2139866,2016-01-04 17:04:03,2016-11-22 03:19:37,13951609,1202094717,0,86,796,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139866,SRX1128930,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019691,SAMN03947059,simple,10090,Mus musculus,GSM1840454,,,,,,,no,,,,,GEO,SRA281408,,public,E6FF6E9458F44039D8A8F6C97EBDDDE3,966A5E3297158DD57165804BB53B9DE3
SRR2139867,2016-01-04 17:04:03,2016-11-16 12:04:47,8982671,771052409,0,85,529,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/002089/SRR2139867,SRX1128931,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020023,SAMN03947060,simple,10090,Mus musculus,GSM1840455,,,,,,,no,,,,,GEO,SRA281408,,public,9FAE190BCF0A435022FF0B92D61B3037,4C9A49460545EF7B1DD4C080412EA14C
SRR2139868,2016-01-04 17:04:03,2016-11-22 03:14:34,3684110,309748858,0,84,175,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139868,SRX1128932,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020020,SAMN03947061,simple,10090,Mus musculus,GSM1840456,,,,,,,no,,,,,GEO,SRA281408,,public,3ED4C6A2D480E26817EAF874F7C8F2E9,9C7D77DFEA13B07DF887D743B6F619BE
SRR2139869,2016-01-04 17:04:03,2016-11-22 03:16:29,10409736,900217163,0,86,575,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002089/SRR2139869,SRX1128933,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020019,SAMN03947062,simple,10090,Mus musculus,GSM1840457,,,,,,,no,,,,,GEO,SRA281408,,public,7C0FD0804F4F9C7D4EA68E7CA01ADEBA,43A35EE4C8C62D0A9D28C868B933F063
SRR2139870,2016-01-04 17:04:03,2016-11-16 12:05:51,10769332,920754154,0,85,563,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139870,SRX1128934,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020014,SAMN03947063,simple,10090,Mus musculus,GSM1840458,,,,,,,no,,,,,GEO,SRA281408,,public,BA7C4D0ABAFF383CB25E643F9E8D3F75,4C3C396E50FA193D819A484352037FA3
SRR2139871,2016-01-04 17:04:03,2016-11-16 12:01:42,3497196,303002461,0,86,168,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/002089/SRR2139871,SRX1128935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019690,SAMN03947064,simple,10090,Mus musculus,GSM1840459,,,,,,,no,,,,,GEO,SRA281408,,public,2E5E1FCDFA7BBDDD83EDC477A539F261,7A5B291EEE8341BC60E260EF8FEA50F2
SRR2139872,2016-01-04 17:04:03,2016-11-16 12:02:15,7007173,586601584,0,83,407,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/002089/SRR2139872,SRX1128936,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019692,SAMN03947065,simple,10090,Mus musculus,GSM1840460,,,,,,,no,,,,,GEO,SRA281408,,public,A2E2AAA4A19A1B0B2F1E1D12655E3606,EF4E467881BA8E0AA89748E036E939A5
SRR2139873,2016-01-04 17:04:03,2016-11-22 03:15:45,7457554,638094711,0,85,403,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139873,SRX1128937,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020016,SAMN03947066,simple,10090,Mus musculus,GSM1840461,,,,,,,no,,,,,GEO,SRA281408,,public,E3C78E00941408C58E3458D438768AF4,1722BB69689F53E310EC4CB6A5E43220
SRR2139874,2016-01-04 17:04:03,2016-11-16 11:59:44,11236637,947514634,0,84,633,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139874,SRX1128938,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020018,SAMN03947067,simple,10090,Mus musculus,GSM1840462,,,,,,,no,,,,,GEO,SRA281408,,public,9E725B9110C7EB2750A7B0925FAD8040,B996EABE6366E14F1129E7A6F381F103
SRR2139875,2016-01-04 17:04:03,2016-11-16 12:00:33,4025935,342681646,0,85,209,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/002089/SRR2139875,SRX1128939,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020017,SAMN03947068,simple,10090,Mus musculus,GSM1840463,,,,,,,no,,,,,GEO,SRA281408,,public,2A8C9D64158A9F8107B4D1926F377741,74AD1F749B39CD6039FDFFA2CBD9745D
SRR2139876,2016-01-04 17:04:03,2016-11-16 11:57:36,4154061,353458578,0,85,195,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/002089/SRR2139876,SRX1128940,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020015,SAMN03947069,simple,10090,Mus musculus,GSM1840464,,,,,,,no,,,,,GEO,SRA281408,,public,E48D367180091EF9C93A400DCF4A28A1,7BA808C67EDCEE0A69A938147D181C05
SRR2139877,2016-01-04 17:04:03,2016-11-16 11:59:52,6022621,507504162,0,84,316,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/002089/SRR2139877,SRX1128941,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020011,SAMN03947070,simple,10090,Mus musculus,GSM1840465,,,,,,,no,,,,,GEO,SRA281408,,public,BC680F054EDB456D076FA90922BEBD9F,CBF07431BFD21704F870DAA5E7E0C2F7
SRR2139878,2016-01-04 17:04:03,2016-11-16 11:57:59,13360112,1177592500,0,88,695,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139878,SRX1128942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020012,SAMN03947071,simple,10090,Mus musculus,GSM1840466,,,,,,,no,,,,,GEO,SRA281408,,public,EB9F27A7C2FB60C44365CC36E8F100D3,12A28C2FD58D56E568048BAADA4A85B4
SRR2139879,2016-01-04 17:04:03,2016-11-16 11:58:58,17186661,1483568630,0,86,929,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139879,SRX1128943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020013,SAMN03947072,simple,10090,Mus musculus,GSM1840467,,,,,,,no,,,,,GEO,SRA281408,,public,58677A82CE4EF0DE85BCEF8517F61975,3FB92EDF7C204F681B02FD3138DB3A0D
SRR2139880,2016-01-04 17:04:03,2016-11-16 11:56:57,9552893,821412156,0,85,528,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/002089/SRR2139880,SRX1128944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020009,SAMN03947073,simple,10090,Mus musculus,GSM1840468,,,,,,,no,,,,,GEO,SRA281408,,public,35CA2E1F6DBA3BD9E2609BBC25F90689,8F32D24B285F6805B192090E47BEFA98
SRR2139881,2016-01-04 17:04:03,2016-11-22 03:24:46,12092598,1023028453,0,84,647,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139881,SRX1128945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019693,SAMN03947074,simple,10090,Mus musculus,GSM1840469,,,,,,,no,,,,,GEO,SRA281408,,public,181202A43C889797F9215BDF72F05ABB,35CCCF451ADCF71B45AEE438485080A3
SRR2139882,2016-01-04 17:04:03,2016-11-16 11:55:22,10831237,957864830,0,88,572,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/002089/SRR2139882,SRX1128946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020010,SAMN03947075,simple,10090,Mus musculus,GSM1840470,,,,,,,no,,,,,GEO,SRA281408,,public,F69AC54DF04AA74B33F852388CD8EB44,F5114888DA9929CD7020D666B46EE17A
SRR2139883,2016-01-04 17:04:03,2016-11-16 11:57:06,19189796,1713428401,0,89,1103,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139883,SRX1128947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020008,SAMN03947076,simple,10090,Mus musculus,GSM1840471,,,,,,,no,,,,,GEO,SRA281408,,public,02B141277AEBEF2BB93B2D332CA37844,60534DBE7DB4750486D336A21FC24E25
SRR2139884,2016-01-04 17:04:03,2016-11-16 11:52:22,13632109,1211422751,0,88,711,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/002089/SRR2139884,SRX1128948,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020007,SAMN03947077,simple,10090,Mus musculus,GSM1840472,,,,,,,no,,,,,GEO,SRA281408,,public,C72EEB482D75630D8082A9FBB7E41A5A,113A6D6EDEA8082A788893BD5271D2EE
SRR2139885,2016-01-04 17:04:03,2016-11-22 04:11:50,12131799,1082559652,0,89,654,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139885,SRX1128949,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020006,SAMN03947078,simple,10090,Mus musculus,GSM1840473,,,,,,,no,,,,,GEO,SRA281408,,public,BE6F947274F0B49E60FB516500E42397,5BEF678D3D1FFABEB13BDED67D8CCE1F
SRR2139886,2016-01-04 17:04:03,2016-11-22 04:14:03,17274472,1541096226,0,89,954,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139886,SRX1128950,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020005,SAMN03947079,simple,10090,Mus musculus,GSM1840474,,,,,,,no,,,,,GEO,SRA281408,,public,55B46199E6AAF79D69E3826E415F0550,318146E8F33CB60293BC65A76E939047
SRR2139887,2016-01-04 17:04:03,2016-11-16 11:51:26,10984615,978767729,0,89,572,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/002089/SRR2139887,SRX1128951,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020004,SAMN03947080,simple,10090,Mus musculus,GSM1840475,,,,,,,no,,,,,GEO,SRA281408,,public,2314D7F3ED8E446F3C4006245B1D0DF5,3FC220F3BABA6C7DEF82C2AD173443E4
SRR2139888,2016-01-04 17:04:03,2016-11-16 11:49:58,10354770,905091111,0,87,538,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/002089/SRR2139888,SRX1128952,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020003,SAMN03947081,simple,10090,Mus musculus,GSM1840476,,,,,,,no,,,,,GEO,SRA281408,,public,B85C756865552BBA42CB08B6E12EB9DF,956C9F74BC1327F2CF2D1D89E7B03F9F
SRR2139889,2016-01-04 17:04:03,2016-11-22 04:21:55,9144155,796751806,0,87,475,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002089/SRR2139889,SRX1128953,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020001,SAMN03946994,simple,10090,Mus musculus,GSM1840477,,,,,,,no,,,,,GEO,SRA281408,,public,2D3D8E95C304DF4E3B5D72757F323371,9ADEF2EC6324FC844757D674600C4535
SRR2139890,2016-01-04 17:04:03,2016-11-22 04:21:41,7290395,642886006,0,88,372,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139890,SRX1128954,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020002,SAMN03946995,simple,10090,Mus musculus,GSM1840478,,,,,,,no,,,,,GEO,SRA281408,,public,88FC10775E36F68B53649A2E11F22443,938E04034A0E50CC64BA0D198A5EA9FB
SRR2139891,2016-01-04 17:04:03,2016-11-22 04:01:51,6363819,574521576,0,90,208,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002089/SRR2139891,SRX1128955,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019998,SAMN03946996,simple,10090,Mus musculus,GSM1840479,,,,,,,no,,,,,GEO,SRA281408,,public,94F4460FF3439733CACCE562A79EAF3B,F5010B32D21D1D466FB72EEA31CBF6FC
SRR2139892,2016-01-04 17:04:03,2016-11-16 11:48:04,4480739,403375488,0,90,147,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/002089/SRR2139892,SRX1128956,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019997,SAMN03946997,simple,10090,Mus musculus,GSM1840480,,,,,,,no,,,,,GEO,SRA281408,,public,16A716CA705B9A810E77E0E75BE9D54A,17A555BCABFC4016938880E7C25C52FC
SRR2139893,2016-01-04 17:04:03,2016-11-16 11:46:33,2910875,260515802,0,89,100,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/002089/SRR2139893,SRX1128957,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019694,SAMN03946998,simple,10090,Mus musculus,GSM1840481,,,,,,,no,,,,,GEO,SRA281408,,public,3016327C548ADAA2E46EF45199D73EB1,28F999103058DE17229D09C4D68FB44F
SRR2139894,2016-01-04 17:04:03,2016-11-16 11:47:05,5860264,516361607,0,88,199,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002089/SRR2139894,SRX1128958,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019999,SAMN03946999,simple,10090,Mus musculus,GSM1840482,,,,,,,no,,,,,GEO,SRA281408,,public,50F325017C2212EF9B3E03464C2A2105,14E4F0FC4B19B94DF6A19222735EF364
SRR2139895,2016-01-04 17:04:03,2016-11-16 11:46:40,4925507,440395660,0,89,168,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002089/SRR2139895,SRX1128959,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019996,SAMN03947082,simple,10090,Mus musculus,GSM1840483,,,,,,,no,,,,,GEO,SRA281408,,public,5956E4E3B6F068378F9216FBA0A4AAC0,3646CA4C1A4C29D05F7C0A8151FF3EEA
SRR2139896,2016-01-04 17:04:03,2016-11-22 04:06:12,6372904,567017224,0,88,212,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139896,SRX1128960,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019995,SAMN03946993,simple,10090,Mus musculus,GSM1840484,,,,,,,no,,,,,GEO,SRA281408,,public,74B1A8A5A6B5DB076FE80A3E1F383A20,A3BFF3A34E42F01B3C02A9BC03AFC674
SRR2139897,2016-01-04 17:04:03,2016-11-16 11:47:37,14319236,1316468656,0,91,507,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/002089/SRR2139897,SRX1128961,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019993,SAMN03947000,simple,10090,Mus musculus,GSM1840485,,,,,,,no,,,,,GEO,SRA281408,,public,40CD1E885B8566BCC6FD30423956D31E,F05451FC9D5643D98A3EF281866284F3
SRR2139898,2016-01-04 17:04:03,2016-11-16 11:46:20,7118503,649710066,0,91,241,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/002089/SRR2139898,SRX1128962,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019994,SAMN03947001,simple,10090,Mus musculus,GSM1840486,,,,,,,no,,,,,GEO,SRA281408,,public,6C4F2C4DCFEB22DCD7B08CC9225414B6,6EC0F738E0FFC85787D2AC15953E97C6
SRR2139899,2016-01-04 17:04:03,2016-11-16 11:48:03,21148954,1943721266,0,91,698,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/002089/SRR2139899,SRX1128963,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019697,SAMN03947002,simple,10090,Mus musculus,GSM1840487,,,,,,,no,,,,,GEO,SRA281408,,public,76D82B79FA2AA93D8C9607C59D3C47DB,960B31ED0C21BBD80DC315BE6935646A
SRR2139900,2016-01-04 17:04:03,2016-11-22 04:12:47,20682267,1769435111,0,85,679,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/002089/SRR2139900,SRX1128964,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019695,SAMN03947003,simple,10090,Mus musculus,GSM1840488,,,,,,,no,,,,,GEO,SRA281408,,public,CD2E8AF799AEC3FB8B167609A137DE6D,7604A3CB1177CD3EA0CC7E784855E46D
SRR2139901,2016-01-04 17:04:03,2016-11-22 04:02:24,7388051,677282306,0,91,245,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139901,SRX1128965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019992,SAMN03947004,simple,10090,Mus musculus,GSM1840489,,,,,,,no,,,,,GEO,SRA281408,,public,86742533CF4097684F1BC66F4FD95D18,59419FC9934E7732A958D1A19B2C0B91
SRR2139902,2016-01-04 17:04:03,2016-11-16 11:44:18,12932744,1180925275,0,91,424,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/002089/SRR2139902,SRX1128966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019991,SAMN03947005,simple,10090,Mus musculus,GSM1840490,,,,,,,no,,,,,GEO,SRA281408,,public,6C80FC5E2FC40F8C3EEBEF53164BEF4C,DBB63A705D0CA81474D215E3A615FB11
SRR2139903,2016-01-04 17:04:03,2016-11-22 04:03:12,7037243,638576990,0,90,232,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002089/SRR2139903,SRX1128967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019990,SAMN03947006,simple,10090,Mus musculus,GSM1840491,,,,,,,no,,,,,GEO,SRA281408,,public,66A37FF2E9317530B6809C76E02B404E,45D158DA64B27B87DFD3D88A27771D71
SRR2139904,2016-01-04 17:04:03,2016-11-16 11:43:54,11600696,1069133321,0,92,394,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139904,SRX1128968,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019988,SAMN03947007,simple,10090,Mus musculus,GSM1840492,,,,,,,no,,,,,GEO,SRA281408,,public,0187CC966039C86E57F10143BC31978E,B708E00AAB8670E435070A9E755FAD60
SRR2139905,2016-01-04 17:04:03,2016-11-16 11:49:56,38480000,3521559781,0,91,2004,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/002089/SRR2139905,SRX1128969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019696,SAMN03947008,simple,10090,Mus musculus,GSM1840493,,,,,,,no,,,,,GEO,SRA281408,,public,F01B2FD0E8BD5E73CC62D8EC2E3EE311,B68A1B3F3FCE56FDF496219ACAAEA80E
SRR2139906,2016-01-04 17:04:03,2016-11-22 04:13:14,18666565,1691901252,0,90,999,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139906,SRX1128970,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019699,SAMN03947009,simple,10090,Mus musculus,GSM1840494,,,,,,,no,,,,,GEO,SRA281408,,public,7EBA79898F76A333B9A52BDC4A75B514,3AE3546D84DDDB36467AD824DF21692C
SRR2139907,2016-01-04 17:04:03,2016-11-22 04:16:45,51564777,4666739409,0,90,2711,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139907,SRX1128971,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019700,SAMN03947010,simple,10090,Mus musculus,GSM1840495,,,,,,,no,,,,,GEO,SRA281408,,public,E48ABA36CB573328397ED47B8EDB1982,4F4271ED20A73AB2FF47D826700B5BFD
SRR2139908,2016-01-04 17:04:03,2016-11-16 11:41:19,16685221,1497418833,0,89,885,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/002089/SRR2139908,SRX1128972,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019986,SAMN03947011,simple,10090,Mus musculus,GSM1840496,,,,,,,no,,,,,GEO,SRA281408,,public,42EFC4F27E1C5DC82D5492EC7F9DE542,395A8A6207A49E6A822F59540FE0EFBB
SRR2139909,2016-01-04 17:04:03,2016-11-16 11:42:18,22452201,2023916612,0,90,1152,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/002089/SRR2139909,SRX1128973,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019989,SAMN03947012,simple,10090,Mus musculus,GSM1840497,,,,,,,no,,,,,GEO,SRA281408,,public,2C68BDB7FA6C3E1F895B316F75AA7623,9CD59C84920A8B365C58113A0F3C5229
SRR2139910,2016-01-04 17:04:03,2016-11-22 04:05:05,15367658,1388658077,0,90,811,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139910,SRX1128974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019987,SAMN03947013,simple,10090,Mus musculus,GSM1840498,,,,,,,no,,,,,GEO,SRA281408,,public,A215FB9BE73A384799E0F8FFCB034406,887EC00BFDA2AA253D45093D8F3D7B56
